step,reward,throughput,avg_speed,stops,waiting_time,queue_length
92,-0.3699999999999992,0.0,10.305381153817075,8.0,26.485714285714284,8.0
93,-0.40000000000000036,1.0,10.364058468407613,8.0,26.135135135135137,8.0
94,-0.41000000000000014,0.0,10.357773419669096,9.0,25.846153846153847,10.0
95,-0.39000000000000057,0.0,10.309460695283933,8.0,27.55263157894737,8.0
96,-0.3999999999999986,0.0,10.523581341147537,8.0,28.605263157894736,8.0
97,-0.41000000000000014,0.0,10.022094774657088,9.0,28.923076923076923,10.0
98,-0.45000000000000107,0.0,10.158776781420562,9.0,31.7027027027027,10.0
99,-0.34999999999999964,0.0,9.809141666601725,9.0,29.463414634146343,9.0
100,-0.5,0.0,10.150204590137365,10.0,29.25581395348837,11.0
101,-0.41999999999999993,0.0,10.34807267222358,10.0,29.545454545454547,10.0
102,-0.5099999999999998,0.0,10.03797731691581,11.0,29.369565217391305,12.0
103,-0.5400000000000009,0.0,9.996306351638857,11.0,31.22222222222222,11.0
104,-0.5499999999999989,0.0,9.54383961451918,11.0,30.416666666666668,11.0
105,-0.5600000000000005,0.0,9.514584320066694,11.0,30.3,11.0
106,-0.5500000000000007,0.0,9.581391827037917,12.0,31.42,13.0
107,-0.5399999999999991,0.0,9.829611872807096,11.0,32.5,11.0
108,-0.5500000000000007,0.0,10.213604669773627,11.0,32.30769230769231,11.0
109,-0.5500000000000007,0.0,10.04847371508646,11.0,33.36538461538461,11.0
110,-0.6099999999999994,0.0,10.078682294136836,13.0,33.886792452830186,15.0
111,-0.48999999999999844,0.0,10.059498414831296,11.0,33.54545454545455,11.0
112,-0.629999999999999,0.0,9.953796531738886,13.0,35.333333333333336,14.0
113,-0.4700000000000024,0.0,10.415901454519503,11.0,34.29824561403509,11.0
114,-0.5500000000000007,0.0,10.62331220601946,11.0,34.6551724137931,11.0
115,3.0,0.0,9.556518860940031,11.0,23.24561403508772,14.0
116,2.0200000000000014,1.0,9.535150689007406,12.0,20.050847457627118,17.0
117,-0.33999999999999986,0.0,9.68378888107459,11.0,20.896551724137932,13.0
118,-0.5500000000000007,0.0,10.132609201144838,12.0,21.2,14.0
119,-0.040000000000000924,0.0,10.39939390681585,9.0,20.580645161290324,9.0
120,-0.5599999999999987,0.0,10.461296456956049,12.0,20.49230769230769,14.0
121,-0.4499999999999993,0.0,10.57717119889257,11.0,21.857142857142858,12.0
122,-0.5500000000000007,0.0,10.926348770228467,11.0,22.03076923076923,12.0
123,-0.4299999999999997,0.0,11.103353311323621,10.0,22.348484848484848,10.0
124,-0.5300000000000011,1.0,10.644672088649298,11.0,23.151515151515152,12.0
125,-0.5,0.0,10.701217260858233,10.0,23.863636363636363,10.0
126,-0.5299999999999976,0.0,10.197757730786254,12.0,25.88888888888889,13.0
127,-0.5899999999999999,1.0,10.16693440597147,12.0,26.40625,12.0
128,-0.6300000000000026,0.0,10.092151680067602,13.0,27.390625,13.0
129,-0.6799999999999997,0.0,9.950174759518115,14.0,29.852459016393443,14.0
130,-0.7300000000000004,0.0,9.78904252953514,15.0,29.138461538461538,16.0
131,-0.6799999999999997,0.0,9.54596991852978,15.0,29.28358208955224,16.0
132,-0.8499999999999979,2.0,9.116177569972493,18.0,31.984375,21.0
133,1.8699999999999974,0.0,9.089589047741125,15.0,29.015873015873016,18.0
134,1.2100000000000009,0.0,9.575703130133414,15.0,29.571428571428573,19.0
135,-0.05000000000000071,0.0,9.65035850582362,12.0,28.50769230769231,13.0
136,-0.5499999999999972,1.0,9.609410899367385,15.0,28.70149253731343,16.0
137,-0.4800000000000004,1.0,9.987963028940737,13.0,29.37313432835821,13.0
138,-0.6400000000000006,0.0,10.227379482332735,14.0,28.661971830985916,15.0
139,-0.629999999999999,0.0,9.946144715204872,13.0,30.852941176470587,13.0
140,-0.75,1.0,9.807899361074163,16.0,31.042857142857144,18.0
141,8.829999999999998,0.0,9.572924536992268,13.0,5.042253521126761,16.0
142,6.140000000000001,0.0,9.244456105474827,12.0,2.875,16.0
143,1.5699999999999994,1.0,9.04414340773192,16.0,1.8472222222222223,22.0
144,-0.04999999999999982,0.0,9.242627916423496,17.0,2.9583333333333335,23.0
145,0.41999999999999993,0.0,9.529797789336929,12.0,1.7746478873239437,14.0
146,-0.2699999999999996,0.0,10.181116780752056,12.0,2.5135135135135136,14.0
147,0.29000000000000004,1.0,9.970955653866309,10.0,2.1216216216216215,11.0
148,-0.5500000000000007,0.0,10.389260906335654,11.0,2.6835443037974684,13.0
149,-0.23999999999999932,0.0,10.581559591811683,10.0,3.220779220779221,11.0
150,-0.5,1.0,11.05894569551991,10.0,3.7721518987341773,11.0
151,-0.39000000000000057,0.0,11.199277121159412,10.0,4.160493827160494,11.0
152,-0.5199999999999996,1.0,11.088071485129694,11.0,4.8625,13.0
153,-0.41000000000000014,0.0,11.04177803222528,11.0,5.443037974683544,11.0
154,-0.5500000000000007,0.0,11.216779041504193,11.0,6.139240506329114,11.0
155,-0.5599999999999987,1.0,10.980493419235183,12.0,6.935897435897436,13.0
156,-0.620000000000001,1.0,10.92957116782254,13.0,7.632911392405063,14.0
157,-0.5499999999999989,1.0,10.78254833855916,13.0,8.435897435897436,14.0
158,-0.7400000000000002,0.0,10.214939973183865,16.0,9.506493506493506,17.0
159,-0.5500000000000007,2.0,9.576790562391986,14.0,10.930555555555555,15.0
160,-0.7400000000000002,0.0,9.731527206844216,15.0,11.794520547945206,17.0
161,-0.5800000000000001,1.0,9.873195376842272,14.0,13.318840579710145,15.0
162,-0.7299999999999986,0.0,9.861370531874705,15.0,14.17142857142857,16.0
163,-0.620000000000001,2.0,9.399221029216692,14.0,15.954545454545455,14.0
164,-0.8399999999999999,0.0,9.176317352529143,18.0,17.50769230769231,20.0
165,-0.7300000000000004,0.0,9.397616212960548,16.0,18.348484848484848,16.0
166,-0.8200000000000003,0.0,9.406347478693432,17.0,20.203125,18.0
167,-0.7799999999999976,0.0,9.225935356077748,16.0,22.475409836065573,16.0
168,-0.8500000000000014,0.0,9.251619053475995,17.0,24.266666666666666,17.0
169,-0.8500000000000014,0.0,9.488165620780514,17.0,24.85483870967742,17.0
170,-0.8699999999999974,0.0,9.17895064712481,18.0,25.4375,19.0
171,-0.8300000000000018,0.0,9.080785102644368,17.0,26.323076923076922,17.0
172,-0.870000000000001,1.0,8.386798294347347,18.0,29.475409836065573,18.0
173,-0.8999999999999986,1.0,8.207891691421535,18.0,33.12280701754386,18.0
174,-0.8999999999999986,0.0,8.576962716101397,18.0,33.52542372881356,18.0
175,-0.9000000000000021,1.0,8.875527215217472,18.0,35.05084745762712,18.0
176,-0.9100000000000001,0.0,8.66078642732422,19.0,34.82258064516129,19.0
177,-0.9499999999999993,0.0,9.004756024944461,19.0,35.21875,19.0
178,-0.9600000000000009,1.0,8.951548609134901,20.0,35.07462686567164,21.0
179,-0.9499999999999993,0.0,9.142933307556419,20.0,35.43478260869565,21.0
180,-1.0199999999999996,0.0,9.078276701101771,21.0,36.385714285714286,23.0
181,-0.879999999999999,0.0,8.900477899303729,20.0,38.18840579710145,21.0
182,-1.0300000000000011,0.0,8.758375614222123,22.0,40.26470588235294,24.0
183,-0.8599999999999994,0.0,9.262120173343087,19.0,38.68493150684932,19.0
184,-0.9500000000000028,1.0,9.669563443581872,19.0,39.986301369863014,19.0
185,-0.9499999999999957,0.0,9.682902686658108,19.0,43.05714285714286,19.0
186,-0.980000000000004,0.0,9.283434645408967,21.0,45.10144927536232,21.0
187,-1.0599999999999952,0.0,8.936039296856242,22.0,45.97142857142857,22.0
188,-1.1600000000000037,0.0,8.9326449309192,24.0,45.67123287671233,25.0
189,-1.1700000000000017,1.0,8.58388122417758,25.0,46.63513513513514,27.0
190,-1.269999999999996,0.0,8.521179450888836,26.0,47.70666666666666,29.0
191,-1.1300000000000026,0.0,8.585145715802954,24.0,47.81818181818182,24.0
192,-1.1599999999999966,1.0,8.834267812773424,26.0,46.426829268292686,27.0
193,-1.2199999999999989,1.0,9.189343866653141,25.0,47.91463414634146,25.0
194,-1.2600000000000051,1.0,9.092637471794088,26.0,48.273809523809526,27.0
195,-1.25,0.0,8.560953155152879,26.0,51.60493827160494,27.0
196,-1.3900000000000006,0.0,8.473531532836972,29.0,53.32098765432099,31.0
197,-1.2199999999999989,0.0,8.663397383253432,26.0,52.82142857142857,26.0
198,-1.259999999999998,2.0,8.729749780237668,26.0,56.382716049382715,26.0
199,-1.3200000000000003,0.0,8.522380919145178,27.0,58.01234567901235,28.0
200,-1.4299999999999997,0.0,8.547276973934288,29.0,58.33734939759036,31.0
201,-1.25,1.0,8.44788228864767,27.0,62.87341772151899,27.0
202,-1.3699999999999974,2.0,8.089055163984398,29.0,65.43589743589743,30.0
203,-1.3400000000000034,0.0,7.933515384254031,27.0,67.14102564102564,27.0
204,-1.4600000000000009,1.0,7.65684918586152,30.0,69.02564102564102,32.0
205,4.550000000000004,1.0,7.686268772788767,25.0,55.0,28.0
206,2.6899999999999977,0.0,7.919154589176772,23.0,47.61538461538461,28.0
207,-1.0300000000000011,1.0,7.617487268939127,25.0,47.6875,29.0
208,-1.3800000000000026,1.0,7.445275941684389,30.0,50.063291139240505,35.0
209,-0.5700000000000003,1.0,7.661470208382622,25.0,49.02469135802469,26.0
210,-0.9899999999999949,1.0,8.16067130830637,27.0,49.433734939759034,29.0
211,-1.1300000000000026,1.0,8.255240052559746,26.0,50.17857142857143,27.0
212,-1.3100000000000023,1.0,8.638809557986987,27.0,51.75,29.0
213,-0.9899999999999949,0.0,8.842986447212892,24.0,51.13793103448276,24.0
214,-1.1900000000000048,1.0,8.950117388968025,25.0,53.174418604651166,26.0
215,-1.1599999999999966,1.0,8.886385452632362,24.0,55.16470588235294,24.0
216,-1.2000000000000028,0.0,9.121794546792824,24.0,55.91860465116279,24.0
217,-1.2100000000000009,1.0,8.78388110681793,25.0,58.69047619047619,26.0
218,-1.3599999999999923,0.0,8.276378485791685,29.0,58.906976744186046,31.0
219,-1.2199999999999989,1.0,8.17640683275873,27.0,59.62068965517241,27.0
220,-1.3300000000000125,0.0,8.198287851086778,27.0,61.172413793103445,28.0
221,-1.269999999999996,1.0,8.32216135352744,27.0,64.09411764705882,27.0
222,-1.3799999999999955,0.0,8.284491315153296,29.0,64.20689655172414,31.0
223,-1.3500000000000085,0.0,8.631538776843781,27.0,63.53333333333333,27.0
224,-1.3199999999999932,0.0,8.822114916131968,27.0,65.03333333333333,27.0
225,-1.3599999999999994,0.0,8.909451854630607,28.0,65.81318681318682,29.0
226,-1.4200000000000017,0.0,8.861399903071925,29.0,68.88764044943821,30.0
227,-1.3799999999999955,0.0,8.793715638706137,29.0,69.65555555555555,29.0
228,-1.4500000000000028,0.0,8.935419804675153,29.0,70.48351648351648,29.0
229,-1.460000000000008,0.0,8.625165492108055,30.0,69.7872340425532,31.0
230,-1.6099999999999994,0.0,8.364617904088483,34.0,68.58163265306122,35.0
231,-1.5799999999999983,0.0,8.221567025239207,33.0,70.90721649484536,33.0
232,-1.6799999999999926,0.0,7.974852407941092,35.0,74.17894736842105,37.0
233,-1.6099999999999994,2.0,7.993107898859518,33.0,77.50537634408602,33.0
234,-1.6899999999999977,0.0,8.126644800836273,34.0,77.65263157894736,35.0
235,4.079999999999998,0.0,8.3725274695795,30.0,72.42708333333333,32.0
236,2.589999999999989,0.0,8.351699770714605,29.0,67.45360824742268,33.0
237,-0.9399999999999977,0.0,8.233303501140574,24.0,67.92631578947369,25.0
238,-1.2099999999999937,0.0,8.333022694348925,26.0,68.54166666666667,27.0
239,-1.25,0.0,8.590627432173282,30.0,68.41836734693878,31.0
240,-1.6200000000000045,0.0,8.369364896671451,34.0,70.07142857142857,36.0
241,-1.480000000000004,0.0,7.987769929373605,31.0,73.81052631578947,31.0
242,-1.6099999999999994,0.0,8.155023329493513,34.0,73.97938144329896,36.0
243,-1.5699999999999932,1.0,8.333645716983284,33.0,74.8265306122449,34.0
244,-1.6599999999999966,1.0,8.37989078232235,34.0,78.93684210526315,36.0
245,-1.5100000000000051,0.0,8.265209689786058,32.0,83.15217391304348,32.0
246,-1.6500000000000057,0.0,8.259763508239432,33.0,82.26315789473684,34.0
247,-1.5499999999999972,0.0,8.147338633577426,32.0,84.7872340425532,32.0
248,-1.6499999999999915,0.0,8.138235394212673,34.0,86.54255319148936,35.0
249,-1.5600000000000023,0.0,8.210676426601834,33.0,85.47422680412372,33.0
250,-1.710000000000008,2.0,8.20809857929369,35.0,89.07368421052631,37.0
251,-1.6199999999999903,1.0,7.941414253162433,35.0,91.74468085106383,36.0
252,-1.730000000000004,0.0,8.157881238356914,35.0,94.61290322580645,37.0
253,-1.5400000000000063,1.0,7.979388034480886,33.0,97.29347826086956,33.0
254,-1.7999999999999972,1.0,7.63219559237279,38.0,99.25,42.0
255,2.8299999999999983,0.0,7.574928186172911,34.0,99.75555555555556,38.0
256,1.6700000000000017,0.0,7.187451415197071,31.0,98.9659090909091,36.0
257,-1.539999999999992,1.0,7.113186488681407,35.0,98.58426966292134,40.0
258,-1.8400000000000034,0.0,7.148280813151339,38.0,100.65168539325843,43.0
259,-0.8400000000000034,1.0,7.189151455535696,32.0,99.66666666666667,33.0
260,-1.0,0.0,7.568759758260075,33.0,101.43333333333334,35.0
261,-1.539999999999992,0.0,7.438342270389807,33.0,105.48863636363636,35.0
262,-1.7800000000000011,0.0,7.390731977274567,37.0,111.30588235294118,40.0
263,-1.3200000000000074,0.0,7.6176530603350185,32.0,110.28735632183908,32.0
264,-1.5499999999999972,0.0,7.731020541775877,34.0,110.93181818181819,35.0
265,-1.5300000000000011,1.0,7.830096058838235,32.0,113.96551724137932,32.0
266,-1.6799999999999926,0.0,7.854865855408132,35.0,114.57954545454545,37.0
267,13.36999999999999,1.0,7.924844756025892,30.0,73.3932584269663,32.0
268,12.560000000000002,0.0,8.299328110264428,21.0,21.395604395604394,24.0
269,2.9099999999999966,0.0,8.382096533897831,18.0,4.588888888888889,22.0
270,2.960000000000008,1.0,8.25113866460376,19.0,2.32183908045977,24.0
271,-0.730000000000004,2.0,7.742971792594969,24.0,2.6823529411764704,27.0
272,-1.3599999999999994,0.0,7.607065868016271,30.0,4.475609756097561,33.0
273,-0.4300000000000068,0.0,7.772832112158446,28.0,4.573170731707317,28.0
274,-1.009999999999991,1.0,8.119025726465624,28.0,6.518987341772152,29.0
275,-1.2999999999999972,0.0,7.9416205000630615,27.0,8.0125,27.0
276,-1.5300000000000011,0.0,8.034987129355894,32.0,9.802469135802468,34.0
277,12.299999999999997,0.0,7.973179190065292,28.0,8.55421686746988,30.0
278,11.179999999999993,0.0,8.180659132361463,21.0,6.074074074074074,25.0
279,2.3300000000000125,0.0,8.336116427347427,17.0,2.9310344827586206,21.0
280,1.9199999999999875,1.0,8.181042956938764,19.0,2.164705882352941,24.0
281,-0.8699999999999903,0.0,8.221050645703526,24.0,3.1411764705882352,27.0
282,-1.3900000000000006,0.0,8.297796573674324,30.0,4.767441860465116,33.0
283,0.23000000000000398,1.0,8.054211205832887,25.0,4.2976190476190474,25.0
284,-1.0400000000000063,0.0,8.661958047056935,26.0,5.709302325581396,26.0
285,-1.2999999999999972,1.0,8.919284166644879,26.0,7.305882352941176,26.0
286,-1.2999999999999972,2.0,8.987938209993287,26.0,8.632183908045977,26.0
287,-1.3700000000000045,0.0,8.935954529674975,28.0,9.866666666666667,29.0
288,-1.460000000000008,1.0,8.838826308375028,30.0,11.362637362637363,33.0
289,-1.3199999999999932,1.0,8.758261244257811,28.0,12.758241758241759,28.0
290,-1.4000000000000057,0.0,8.508171745532513,29.0,14.674157303370787,29.0
291,-1.4499999999999886,1.0,8.354679270828294,29.0,15.945054945054945,29.0
292,-1.470000000000013,0.0,8.69940856034821,30.0,17.369565217391305,31.0
293,-1.4699999999999989,2.0,8.596272605579907,31.0,18.967391304347824,33.0
294,-1.5499999999999972,1.0,8.84783985172771,31.0,20.652173913043477,33.0
295,-1.3100000000000023,0.0,8.96346016417068,29.0,21.606382978723403,29.0
296,-1.4899999999999949,1.0,8.708781735021747,31.0,23.440860215053764,32.0
297,11.599999999999994,0.0,8.386374237400965,27.0,19.467391304347824,29.0
298,11.620000000000005,1.0,8.341959558818646,20.0,11.271739130434783,24.0
299,3.030000000000001,0.0,8.036505668166273,20.0,5.043010752688172,26.0
300,1.9099999999999966,0.0,8.33461709371869,23.0,2.1914893617021276,30.0
301,-0.3299999999999983,0.0,8.302591515331232,24.0,2.183673469387755,28.0
302,-1.2800000000000011,2.0,8.103482350037096,30.0,3.71875,34.0
303,-0.30999999999999517,0.0,7.722973144728813,26.0,3.736842105263158,28.0
304,-1.1900000000000048,0.0,7.545624793087498,33.0,5.571428571428571,36.0
305,-1.3699999999999974,0.0,7.93508066534091,27.0,6.696629213483146,29.0
306,-0.8200000000000003,0.0,8.419394789257659,25.0,8.25287356321839,25.0
307,10.57,0.0,8.387550900935405,23.0,6.764044943820225,24.0
308,8.64,0.0,8.667604218717274,19.0,4.455555555555556,23.0
309,2.549999999999997,0.0,8.90682412522186,16.0,2.225806451612903,21.0
310,1.3900000000000006,1.0,8.900745976307196,20.0,1.574468085106383,26.0
311,-0.25,1.0,8.832819491025978,23.0,1.9456521739130435,26.0
312,-1.1400000000000006,0.0,8.78155677398036,27.0,3.3152173913043477,30.0
313,0.7800000000000011,0.0,8.539985228399798,26.0,4.3936170212765955,29.0
314,-0.01999999999999602,0.0,8.677132665848353,28.0,5.691489361702128,34.0
315,-1.2600000000000051,4.0,8.501371455827929,29.0,7.263736263736264,34.0
316,-1.4499999999999957,0.0,8.846442983720339,29.0,8.395833333333334,34.0
317,0.6400000000000006,1.0,8.695615710436373,20.0,7.131868131868132,20.0
318,-0.3400000000000034,1.0,8.990854757183174,23.0,8.31868131868132,26.0
319,-1.0300000000000011,0.0,9.02999350464721,22.0,9.406593406593407,23.0
320,-1.1199999999999974,1.0,9.176580831959502,24.0,10.8,27.0
321,-0.6199999999999974,2.0,9.442959631754968,20.0,11.786516853932584,20.0
322,-0.9600000000000009,0.0,9.779733917710152,20.0,12.766666666666667,20.0
323,-1.0800000000000054,1.0,9.697719856444397,22.0,14.123595505617978,22.0
324,-1.1699999999999946,1.0,9.515879930811812,24.0,15.613636363636363,25.0
325,-1.0300000000000011,1.0,9.28859826488822,22.0,16.78409090909091,22.0
326,-1.2199999999999989,0.0,9.046355267132823,27.0,18.170454545454547,29.0
327,-1.0800000000000054,0.0,9.03041528407591,24.0,19.15730337078652,25.0
328,-1.259999999999998,1.0,8.826523593141347,27.0,20.142857142857142,30.0
329,-1.25,1.0,8.927576838449856,25.0,21.152173913043477,26.0
330,-1.1499999999999986,3.0,8.712154308353842,25.0,22.933333333333334,26.0
331,-1.2899999999999991,0.0,8.74539073637666,28.0,25.20689655172414,31.0
332,-1.3900000000000006,0.0,8.930440348342769,28.0,27.1046511627907,31.0
333,-1.1899999999999977,2.0,8.940561547559223,25.0,28.67058823529412,25.0
334,-1.1500000000000057,0.0,8.998106375149687,26.0,29.837209302325583,27.0
335,-1.2399999999999949,1.0,9.311295948939396,26.0,29.560439560439562,27.0
336,-1.3500000000000014,0.0,9.279766209568594,27.0,30.706521739130434,28.0
337,-1.1400000000000006,0.0,9.280556484871125,27.0,33.12359550561798,27.0
338,-1.3700000000000045,0.0,8.999783778862236,28.0,34.662921348314605,29.0
339,-1.3399999999999892,0.0,9.118299037321568,28.0,35.37362637362637,29.0
340,-1.4100000000000108,1.0,9.135765216833587,29.0,36.92307692307692,30.0
341,11.080000000000005,1.0,8.562241179714617,25.0,28.584269662921347,28.0
342,9.399999999999999,1.0,8.274018418954382,20.0,14.28735632183908,25.0
343,2.230000000000004,0.0,8.245907671822545,12.0,1.4482758620689655,18.0
344,1.1699999999999946,0.0,8.1439069583026,19.0,1.9880952380952381,26.0
345,-0.4799999999999969,1.0,7.433582666886071,24.0,2.36144578313253,27.0
346,-1.230000000000004,0.0,7.3475424557891635,31.0,4.011904761904762,35.0
347,-0.44999999999999574,0.0,7.706429451316889,24.0,4.142857142857143,25.0
348,-0.8999999999999986,1.0,7.831528623410325,25.0,5.827160493827161,26.0
349,9.18,1.0,8.22637162353204,21.0,5.036144578313253,23.0
350,6.809999999999995,0.0,8.56446404207305,16.0,3.4642857142857144,20.0
351,1.3900000000000006,0.0,8.876068135619144,11.0,1.0941176470588236,16.0
352,-0.0799999999999983,0.0,8.604263945368654,19.0,1.896551724137931,25.0
353,-0.4299999999999997,0.0,8.764108540652622,24.0,2.2298850574712645,27.0
354,-1.1400000000000006,1.0,8.83345508768566,26.0,3.8333333333333335,29.0
355,-0.21000000000000085,1.0,9.105046687163338,21.0,3.892857142857143,21.0
356,-0.8900000000000006,2.0,9.243360538400811,21.0,5.2682926829268295,21.0
357,-1.1000000000000014,0.0,8.946571620530667,24.0,6.691358024691358,25.0
358,-1.1999999999999957,0.0,9.107276432806282,24.0,8.379746835443038,25.0
359,-0.9600000000000009,1.0,8.519067200815156,22.0,10.243243243243244,22.0
360,-1.1799999999999997,1.0,8.272154113861049,24.0,12.338028169014084,25.0
361,-1.0200000000000031,0.0,8.259053661423817,22.0,14.597014925373134,22.0
362,-1.1199999999999974,0.0,8.531880615954025,23.0,15.797101449275363,24.0
363,-1.0799999999999983,0.0,8.61735103343199,22.0,17.61764705882353,22.0
364,-1.1600000000000037,1.0,8.775525897062131,24.0,18.771428571428572,26.0
365,-1.0899999999999963,0.0,9.065891513451609,22.0,19.694444444444443,22.0
